OBJECTID,Codigo_Interno_del_Situad,Tipo_Contenedor,Modelo,Descripcion_Modelo,Cantidad,Lote,Distrito,Barrio,Tipo_Via,Nombre,Numero,Coordenada_X,Coordenada_Y,Longitud,Latitud,Direccion
16785,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,PORTAZGO,,,,444974.9872,4471761.859,-364837090,40.3946419,
16787,,ORGANICA,O0800CT,,,1,FUENCARRAL-EL PARDO,VALVERDE,,,,441099.24,4482998.81,-369507855,40.49560428,
16790,,ORGANICA,O0800CT,,,1,FUENCARRAL-EL PARDO,VALVERDE,,,,441508.5,4483275.72,-369027483,40.49812773,
16791,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,PORTAZGO,,,,444859.66,4470436.01,-364961497,40.38269021,
16793,,ORGANICA,O0800CT,,,1,FUENCARRAL-EL PARDO,VALVERDE,,,,441994.2,4482435.25,-368446640,40.49059054,
16794,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,PALOMERAS SURESTE,,,,445698.7076,4471395.11,-363981239,40.3913855,
16796,,ORGANICA,O0800CT,,,1,FUENCARRAL-EL PARDO,PEÑAGRANDE,,,,438434.48,4481385.15,-372636587,40.48087452,
16797,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,PALOMERAS SURESTE,,,,445960.06,4470992.46,-363669899,40.38777517,
16799,,ORGANICA,O0800CT,,,1,LATINA,PUERTA DEL ANGEL,,,,438144.61,4473593.38,-372902677,40.41066179,
16800,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,PALOMERAS BAJAS,,,,443684.18,4471289.48,-366353802,40.39030015,
16802,,ORGANICA,O0800CT,,,2,CHAMARTIN,PROSPERIDAD,,,,442557.0,4476666.0,-367730357,40.4386577,
16805,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,PALOMERAS SURESTE,,,,445538.5051,4470349.865,-364161053,40.38195881,
16808,,ORGANICA,O0800CT,,,2,CIUDAD LINEAL,VENTAS,,,,444480.0,4475648.0,-365454220,40.42961763,
16809,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,PORTAZGO,,,,444942.45,4471319.22,-364871600,40.39065219,
16811,,ORGANICA,O0800CT,,,1,FUENCARRAL-EL PARDO,VALVERDE,,,,441367.2651,4483213.034,-369193567,40.49755307,
16812,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,PORTAZGO,,,,445144.32,4471915.72,-364638900,40.39603915,
16814,,ORGANICA,O0800CT,,,1,FUENCARRAL-EL PARDO,VALVERDE,,,,441834.67,4483186.36,-368641767,40.49734567,
16815,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,NUMANCIA,,,,444554.37,4472532.81,-365339395,40.40155919,
16817,,ORGANICA,O0800CT,,,1,FUENCARRAL-EL PARDO,PEÑAGRANDE,,,,438515.6786,4480657.04,-372533735,40.47432148,
16820,,ORGANICA,O0800CT,,,1,FUENCARRAL-EL PARDO,PEÑAGRANDE,,,,438656.52,4481148.72,-372372351,40.47876111,
16821,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,PALOMERAS SURESTE,,,,445923.3939,4471486.286,-363717289,40.39222149,
16823,,ORGANICA,O0800CT,,,1,LATINA,PUERTA DEL ANGEL,,,,437358.87,4473085.37,-373823676,40.40602667,
16826,,ORGANICA,O0800CT,,,2,CHAMARTIN,PROSPERIDAD,,,,442481.0,4476759.0,-367820803,40.43949024,
16827,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,ENTREVIAS,,,,443191.83,4469935.82,-366921803,40.37807216,
16829,,ORGANICA,O0800CT,,,2,CHAMARTIN,PROSPERIDAD,,,,443775.0,4477627.0,-366302825,40.44739812,
16830,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,PORTAZGO,,,,444907.0,4471762.39,-364917201,40.39464219,
16832,,ORGANICA,O0800CT,,,2,CHAMARTIN,PROSPERIDAD,,,,443870.0,4477443.0,-366189178,40.44574698,
16833,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,SAN DIEGO,,,,442953.45,4471532.44,-367216901,40.39243915,
16835,,ORGANICA,O0800CT,,,2,CHAMARTIN,CASTILLA,,,,442012.0,4481196.0,-368414301,40.47942813,
16838,,ORGANICA,O0800CT,,,2,CHAMARTIN,PROSPERIDAD,,,,442578.0,4476691.0,-367705823,40.43888437,
16839,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,PALOMERAS BAJAS,,,,444182.45,4470883.14,-365763194,40.38667314,
16841,,ORGANICA,O0800CT,,,2,CHAMARTIN,PROSPERIDAD,,,,442552.0,4476805.0,-367737508,40.43990954,
16844,,ORGANICA,O0800CT,,,2,CHAMARTIN,PROSPERIDAD,,,,443756.0,4477513.0,-366324220,40.44636987,
16845,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,PORTAZGO,,,,444969.56,4471091.79,-364837695,40.38860515,
16847,,ORGANICA,O0800CT,,,2,CHAMARTIN,CASTILLA,,,,441895.0,4481052.0,-368551009,40.47812274,
16848,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,ENTREVIAS,,,,443130.76,4469741.03,-366992003,40.37631321,
16850,,ORGANICA,O0800CT,,,2,CHAMARTIN,PROSPERIDAD,,,,443790.0,4477581.0,-366284731,40.44698475,
16851,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,PALOMERAS BAJAS,,,,443879.2346,4471473.857,-366125619,40.3919743,
16853,,ORGANICA,O0800CT,,,2,CHAMARTIN,CASTILLA,,,,441838.0,4480623.0,-368614317,40.47425414,
16855,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,PALOMERAS BAJAS,,,,444063.0,4471278.99,-365907395,40.39023118,
16858,,ORGANICA,O0800CT,,,2,CHAMARTIN,CASTILLA,,,,441859.0,4480449.0,-368587950,40.47268814,
16859,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,ENTREVIAS,,,,443929.5,4469780.86,-366051497,40.37672614,
16861,,ORGANICA,O0800CT,,,2,CHAMARTIN,CASTILLA,,,,441901.0,4481077.0,-368544160,40.47834837,
16862,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,PALOMERAS SURESTE,,,,445717.5,4471324.67,-363958498,40.39075215,
16864,,ORGANICA,O0800CT,,,2,CHAMARTIN,CASTILLA,,,,441995.0,4480814.0,-368430862,40.47598572,
16865,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,PALOMERAS BAJAS,,,,443877.42,4471490.4,-366127903,40.3921232,
16867,,ORGANICA,O0800CT,,,2,CHAMARTIN,CASTILLA,,,,441738.0,4480020.0,-368726742,40.46881505,
16868,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,PORTAZGO,,,,445268.16,4471743.43,-364491501,40.3944952,
16870,,ORGANICA,O0800CT,,,2,CHAMARTIN,CASTILLA,,,,441811.0,4480254.0,-368642782,40.47092814,
16873,,ORGANICA,O0800CT,,,2,CHAMARTIN,CASTILLA,,,,441771.0,4480115.0,-368688689,40.46967317,
16876,,ORGANICA,O0800CT,,,2,CHAMARTIN,HISPANOAMERICA,,,,443582.0,4478312.0,-366536490,40.45355586,
16877,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,PALOMERAS SURESTE,,,,445769.78,4471370.69,-363897294,40.39117014,
16879,,ORGANICA,O0800CT,,,2,CHAMARTIN,CASTILLA,,,,441870.0,4480935.0,-368579429,40.477067,
16880,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,PALOMERAS BAJAS,,,,443805.88,4471639.23,-366213505,40.39345913,
16882,,ORGANICA,O0800CT,,,2,CHAMARTIN,CASTILLA,,,,441971.8156,4481305.074,-368462706,40.4804079,
16883,,ORGANICA,O3200CL,,,3,PUENTE DE VALLECAS,NUMANCIA,,,,444747.61,4472256.98,-365109294,40.3990872,
