mes,año,distrito,suma_residuos
MAYO,2024,SALAMANCA,1011.59
MAYO,2024,CHAMARTÍN,618.515
MAYO,2024,FUENCARRAL,462.44
MAYO,2024,MONCLOA,60.26
MAYO,2024,LATINA,778.12
MAYO,2024,CIUDAD LINEAL,1362.2430000000002
MAYO,2024,HORTALEZA,1081.0189999999998
MAYO,2024,SAN BLAS,1001.65
MAYO,2024,BARAJAS,560.228
MAYO,2024,PUENTE DE VALLECAS ,463.26899999999995
MAYO,2024,VILLA DE VALLECAS ,706.124
MAYO,2024,MORATALAZ,459.583
MAYO,2024,VICÁLVARO,298.32599999999996
MAYO,2024,CARABANCHEL,335.174
MAYO,2024,USERA,316.554
MAYO,2024,VILLAVERDE,279.312
JUNIO,2024,CENTRO ,686.1800000000001
JUNIO,2024,TETUÁN,1040.4470000000001
JUNIO,2024,CHAMBERÍ,686.099
JUNIO,2024,ARGANZUELA,893.732
JUNIO,2024,RETIRO,769.52
JUNIO,2024,SALAMANCA,926.29
JUNIO,2024,CHAMARTÍN,718.8199999999999
JUNIO,2024,FUENCARRAL,424.5
JUNIO,2024,MONCLOA,42.32
JUNIO,2024,LATINA,936.76
JUNIO,2024,CIUDAD LINEAL,396.84299999999996
JUNIO,2024,HORTALEZA,1221.35
JUNIO,2024,SAN BLAS,1131.251
JUNIO,2024,BARAJAS,632.7009999999999
JUNIO,2024,PUENTE DE VALLECAS ,1157.773
JUNIO,2024,VILLA DE VALLECAS ,569.423
JUNIO,2024,MORATALAZ,355.692
JUNIO,2024,VICÁLVARO,231.43200000000002
JUNIO,2024,CARABANCHEL,244.415
JUNIO,2024,USERA,230.059
JUNIO,2024,VILLAVERDE,203.346
JULIO,2024,CENTRO ,1312.567
JULIO,2024,TETUÁN,424.71000000000004
JULIO,2024,CHAMBERÍ,654.76
JULIO,2024,ARGANZUELA,893.732
JULIO,2024,RETIRO,999.3199999999999
JULIO,2024,SALAMANCA,866.31
JULIO,2024,CHAMARTÍN,446.394
JULIO,2024,FUENCARRAL,401.24
JULIO,2024,MONCLOA,37.8
JULIO,2024,LATINA,731.4
JULIO,2024,CIUDAD LINEAL,395.748
JULIO,2024,HORTALEZA,313.401
JULIO,2024,SAN BLAS,1284.52
JULIO,2024,BARAJAS,827.331
JULIO,2024,PUENTE DE VALLECAS ,300.49500000000006
JULIO,2024,VILLA DE VALLECAS ,335.49600000000004
JULIO,2024,MORATALAZ,133.393
JULIO,2024,VICÁLVARO,85.48700000000001
JULIO,2024,CARABANCHEL,237.842
JULIO,2024,USERA,205.751
JULIO,2024,VILLAVERDE,218.187
AGOSTO,2024,CENTRO ,599.9949999999999
AGOSTO,2024,TETUÁN,554.658
AGOSTO,2024,CHAMBERÍ,257.3
AGOSTO,2024,ARGANZUELA,230.6
AGOSTO,2024,RETIRO,669.86
AGOSTO,2024,SALAMANCA,490.04
AGOSTO,2024,CHAMARTÍN,337.89
AGOSTO,2024,FUENCARRAL,309.14000000000004
AGOSTO,2024,MONCLOA,44.4
AGOSTO,2024,LATINA,559.62
AGOSTO,2024,CIUDAD LINEAL,400.115
AGOSTO,2024,HORTALEZA,318.298
AGOSTO,2024,SAN BLAS,294.35
AGOSTO,2024,BARAJAS,164.63500000000002
AGOSTO,2024,PUENTE DE VALLECAS ,431.481
AGOSTO,2024,VILLA DE VALLECAS ,1551.4889999999998
AGOSTO,2024,MORATALAZ,524.405
AGOSTO,2024,VICÁLVARO,822.497
AGOSTO,2024,CARABANCHEL,280.51099999999997
AGOSTO,2024,USERA,241.57899999999998
AGOSTO,2024,VILLAVERDE,256.551
SEPTIEMBRE,2024,CENTRO ,688.83
SEPTIEMBRE,2024,TETUÁN,576.7869999999999
SEPTIEMBRE,2024,CHAMBERÍ,433.14
SEPTIEMBRE,2024,ARGANZUELA,1101.883
SEPTIEMBRE,2024,RETIRO,799.571
SEPTIEMBRE,2024,SALAMANCA,701.69
SEPTIEMBRE,2024,CHAMARTÍN,605.9580000000001
SEPTIEMBRE,2024,FUENCARRAL,541.14
SEPTIEMBRE,2024,MONCLOA,289.56
SEPTIEMBRE,2024,LATINA,612.02
SEPTIEMBRE,2024,CIUDAD LINEAL,401.704
SEPTIEMBRE,2024,HORTALEZA,1177.6999999999998
SEPTIEMBRE,2024,SAN BLAS,1089.723
SEPTIEMBRE,2024,BARAJAS,609.845
SEPTIEMBRE,2024,PUENTE DE VALLECAS ,971.165
SEPTIEMBRE,2024,VILLA DE VALLECAS ,1655.376
SEPTIEMBRE,2024,MORATALAZ,351.685
SEPTIEMBRE,2024,VICÁLVARO,817.094
SEPTIEMBRE,2024,CARABANCHEL,299.81300000000005
SEPTIEMBRE,2024,USERA,258.214
SEPTIEMBRE,2024,VILLAVERDE,274.823
